City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
362,sinnar,13.5691,33.5672,40.16,6,3,3.87,SD,1715264969
363,altamont,42.2068,-121.7372,5.91,56,0,4.12,US,1715264970
364,iwanai,42.9744,140.5089,7.0,92,100,1.7,JP,1715264970
365,saint-francois,46.4154,3.9054,19.69,57,20,5.14,FR,1715264971
366,viedma,-40.8135,-62.9967,12.17,37,20,5.81,AR,1715264971
367,jackson,42.4165,-122.8345,9.44,88,0,1.54,US,1715264703
368,ha tinh,18.3333,105.9,25.44,91,0,1.27,VN,1715264972
369,amuntai,-2.4177,115.2494,24.79,95,100,0.29,ID,1715264973
370,besni,37.6928,37.8611,20.04,34,100,2.4,TR,1715264973
371,remire-montjoly,4.9167,-52.2667,25.02,100,75,2.57,GF,1715264974
372,beypore,11.1833,75.8167,29.58,61,75,3.09,IN,1715264974
373,bornu yassu,12.2774,12.5552,43.25,11,45,1.86,NG,1715264975
374,boulsa,12.6675,-0.5758,39.94,23,100,3.48,BF,1715264975
375,filingue,14.3521,3.3168,42.37,13,99,4.67,NE,1715264976
376,mont-laurier,46.5501,-75.4993,9.79,64,68,2.9,CA,1715264976
377,mgandu,-5.95,34.1333,21.37,68,97,2.61,TZ,1715264977
378,lamesa,32.7376,-101.951,19.18,51,0,5.43,US,1715264977
379,guerrero negro,27.9769,-114.0611,15.12,74,23,4.21,MX,1715264978
380,caleta de carquin,-11.0925,-77.6267,20.52,82,49,3.35,PE,1715264978
381,sherbakul',54.6316,72.3963,17.83,74,88,8.98,RU,1715264979
382,savino,56.5929,41.2181,1.94,57,100,5.62,RU,1715264979
383,arvika,59.6553,12.5852,13.34,68,100,5.25,SE,1715264980
384,iquitos,-3.7481,-73.2472,24.02,100,100,0.51,PE,1715264980
385,weno,7.4515,151.8468,28.97,84,100,8.5,FM,1715264981
386,sao joao da barra,-21.6403,-41.0511,32.05,77,3,4.7,BR,1715264982
387,karkira,36.9292,6.5856,20.39,58,25,6.37,DZ,1715264982
388,bubaque,11.2833,-15.8333,26.5,69,61,3.9,GW,1715264983
389,agadez,19.75,10.25,42.71,9,11,2.14,NE,1715264983
390,warmbad,-28.45,18.7333,32.01,18,25,6.36,NA,1715264984
391,galle,6.0367,80.217,28.75,74,88,1.37,LK,1715264984
392,sao felix do xingu,-6.6447,-51.995,30.48,54,10,2.93,BR,1715264985
393,mingguang,32.7802,117.9638,16.28,69,65,4.35,CN,1715264985
394,santa maria,-29.6842,-53.8069,15.61,72,40,2.06,BR,1715264842
395,lianran,24.9227,102.485,15.3,85,100,1.97,CN,1715264987
396,magadan,59.5667,150.8,-0.26,91,20,0.33,RU,1715264987
397,sechura,-5.5569,-80.8222,22.0,76,89,5.25,PE,1715264988
398,chilaw,7.5758,79.7953,30.01,74,100,6.19,LK,1715264988
399,salalah,17.0151,54.0924,32.05,70,40,6.17,OM,1715264989
400,qarqaraly,49.4058,75.4742,20.77,31,100,3.44,KZ,1715264989
401,rikaze,29.25,88.8833,7.84,61,100,4.05,CN,1715264990
402,howrah,22.5892,88.3103,24.0,88,100,6.17,IN,1715264990
403,hami,42.8,93.45,22.17,24,0,9.21,CN,1715264991
404,kailua-kona,19.6406,-155.9956,22.98,73,0,1.54,US,1715264992
405,santa rosa,14.3122,121.1114,30.6,78,22,5.73,PH,1715264992
406,katsuura,35.1333,140.3,13.6,67,0,4.32,JP,1715264993
407,cururupu,-1.8283,-44.8683,32.73,50,91,2.2,BR,1715264993
408,kapuskasing,49.4169,-82.4331,7.0,65,75,3.09,CA,1715264994
409,campo largo,-25.4586,-49.5283,25.92,45,46,1.57,BR,1715264994
410,akureyri,65.6835,-18.0878,8.96,40,40,3.6,IS,1715264994
411,balkanabat,39.5108,54.3671,23.35,31,100,3.85,TM,1715264995
412,uturoa,-16.7333,-151.4333,27.34,71,7,5.5,PF,1715264996
413,mahina,-17.5065,-149.489,23.87,83,20,1.03,PF,1715264996
414,ylitornio,66.3089,23.6773,1.25,92,100,3.51,FI,1715264997
415,malindi,-3.2175,40.1191,27.09,78,75,5.14,KE,1715264997
416,gadzhiyevo,69.2551,33.3362,-0.38,73,93,4.71,RU,1715264998
417,kota belud,6.351,116.4305,26.65,79,0,1.88,MY,1715264999
418,lata,40.1629,-8.3327,32.49,23,66,3.06,PT,1715265000
419,portland,45.5234,-122.6762,11.41,79,20,0.89,US,1715264876
420,petropavlovsk-kamchatsky,53.0452,158.6483,3.58,66,0,6.26,RU,1715265000
421,changuinola,9.4333,-82.5167,26.64,75,100,0.45,PA,1715265001
422,sur,22.5667,59.5289,32.83,48,0,0.99,OM,1715265001
423,carbonear,47.7332,-53.2148,9.78,71,92,2.48,CA,1715265002
424,grootfontein,-19.5667,18.1167,30.76,19,0,3.09,NA,1715265002
425,purpe,64.4803,76.6897,1.74,99,100,9.12,RU,1715265003
426,cockburn town,21.4612,-71.1419,25.3,71,66,5.25,TC,1715265003
427,sosnovo-ozerskoye,52.5249,111.5418,2.52,66,94,6.01,RU,1715265004
428,igrim,63.1906,64.4162,1.44,95,100,3.82,RU,1715265005
429,curaca,-8.9903,-39.9094,26.84,64,100,9.11,BR,1715265005
430,bigadic,39.3925,28.1311,16.55,86,100,2.26,TR,1715265006
431,souk ahras,36.2864,7.9511,12.54,76,100,8.54,DZ,1715265006
432,nouadhibou,20.931,-17.0347,23.99,64,20,8.23,MR,1715265007
433,lhasa,29.65,91.1,7.81,66,100,1.83,CN,1715265007
434,jiangyou,31.7667,104.7167,19.44,86,99,0.63,CN,1715265008
435,norrtalje,59.758,18.705,10.2,72,100,3.04,SE,1715265008
436,priyutnoye,46.1011,43.5072,16.63,38,100,3.53,RU,1715265009
437,rio brilhante,-21.8019,-54.5464,34.35,32,81,2.29,BR,1715265009
438,bambanglipuro,-7.95,110.2833,25.24,90,16,2.47,ID,1715265010
439,chengde,40.9725,117.9361,17.5,52,100,2.22,CN,1715265010
440,kurkino,53.4257,38.6582,5.1,49,100,5.11,RU,1715265011
441,adrar,20.5022,-10.0711,41.23,4,84,1.8,MR,1715265011
442,cabo san lucas,22.8909,-109.9124,25.28,39,0,6.17,MX,1715264177
443,gizo,-8.103,156.8419,27.66,83,100,5.1,SB,1715265012
444,paraty,-23.2178,-44.7131,34.96,31,18,1.42,BR,1715265012
445,kattivakkam,13.2167,80.3167,31.17,84,58,5.45,IN,1715265013
446,ustka,54.5805,16.8619,17.58,65,23,4.53,PL,1715265013
447,marka,1.7159,44.7717,27.23,85,99,5.2,SO,1715265014
448,paraiba do sul,-22.1619,-43.2928,30.78,55,48,0.98,BR,1715265014
449,lesogorsk,56.0458,99.5136,6.07,84,98,5.81,RU,1715265015
450,chinnachowk,14.4752,78.8354,33.01,49,40,7.2,IN,1715265015
451,t'ongch'on-up,38.9539,127.8917,12.68,74,2,6.14,KP,1715265016
452,at taraf,25.3628,49.725,33.3,14,0,7.76,SA,1715265016
453,ocean shores,46.9737,-124.1563,11.12,94,0,2.57,US,1715265017
454,gamba,-2.65,10.0,28.47,76,97,3.92,GA,1715265017
455,erenhot,43.6475,111.9767,19.18,36,97,3.56,CN,1715265018
456,orlov,58.5395,48.8917,-0.97,83,100,6.17,RU,1715265018
457,le vauclin,14.5452,-60.8388,32.03,62,75,6.69,MQ,1715265019
458,sulya,12.5667,75.3833,26.03,88,100,0.84,IN,1715265019
459,little falls,40.869,-74.2082,20.1,57,0,4.63,US,1715265020
460,mazagao,-0.115,-51.2894,30.03,65,69,1.91,BR,1715265020
461,mil'kovo,55.6078,37.7956,7.46,43,100,5.43,RU,1715265021
462,greenville,35.6127,-77.3663,25.07,82,40,3.09,US,1715265021
463,mugia,43.1041,-9.2179,21.62,64,100,2.71,ES,1715265022
464,moorhead,46.8739,-96.7676,15.55,53,20,1.79,US,1715265022
465,okha,53.5739,142.9478,6.81,57,100,9.39,RU,1715265022
466,luanda,-8.8368,13.2343,31.0,79,0,4.63,AO,1715265023
467,argo,37.6333,22.7333,18.96,59,95,2.41,GR,1715265023
468,sarmiento,-45.5882,-69.07,5.36,74,58,1.83,AR,1715265024
469,mata-utu,-13.2816,-176.1745,28.3,77,100,6.93,WF,1715265024
470,stuttgart,48.7823,9.177,21.9,45,0,2.06,DE,1715265001
471,grand falls-windsor,48.9332,-55.6649,6.83,62,99,2.59,CA,1715265025
472,port augusta,-32.5,137.7667,14.81,64,15,2.83,AU,1715265026
473,gaalkacyo,6.7697,47.4308,34.95,35,100,1.43,SO,1715265026
474,pandan,14.0453,124.1694,26.72,84,90,3.22,PH,1715265027
475,tazacorte,28.629,-17.9293,23.97,70,20,6.17,ES,1715265027
476,natal,-5.795,-35.2094,31.12,70,75,7.2,BR,1715264898
477,castuera,38.732,-5.5439,27.06,24,100,1.05,ES,1715265028
478,bhadarwah,32.9833,75.7167,15.27,72,0,2.17,IN,1715265028
479,cidreira,-30.1811,-50.2056,18.37,63,30,4.64,BR,1715265029
480,florence,43.7667,11.25,24.49,50,20,7.2,IT,1715265029
481,sabang,5.8933,95.3214,30.26,69,39,2.49,ID,1715265030
482,inverloch,-38.6333,145.7167,13.88,94,100,3.18,AU,1715265030
483,khanpur mahar,27.8436,69.4137,39.57,11,7,4.13,PK,1715265031
484,joshimath,30.5667,79.5667,13.92,84,100,0.93,IN,1715265032
485,uglegorsk,49.0833,142.0333,5.89,80,100,2.05,RU,1715265032
486,taytayan,7.7339,126.5019,25.23,89,4,2.12,PH,1715265033
487,susangerd,31.5608,48.1831,29.8,17,0,5.92,IR,1715265033
488,zhangjiakou,40.81,114.8794,23.41,31,97,4.28,CN,1715265034
489,aitape,-3.1374,142.3475,25.96,89,100,1.37,PG,1715265034
490,san fernando,15.0286,120.6898,30.85,66,64,2.81,PH,1715265035
491,margate,51.3813,1.3862,20.06,72,22,0.45,GB,1715265035
492,geraldton,-28.7667,114.6,20.23,77,100,4.12,AU,1715265021
493,errachidia,31.9275,-4.4285,30.03,8,0,4.63,MA,1715265036
494,porto novo,6.4965,2.6036,31.9,61,100,4.63,BJ,1715265036
495,champerico,14.3,-91.9167,30.3,69,100,3.07,GT,1715265037
496,tuy hoa,13.0833,109.3,25.56,89,85,0.64,VN,1715265037
497,katsuren-haebaru,26.3369,127.8719,21.01,75,0,2.57,JP,1715265038
498,fort mcmurray,56.7268,-111.381,11.77,43,0,4.63,CA,1715265038
499,tahe,52.3333,124.7333,4.57,42,100,1.39,CN,1715265039
500,road town,18.4167,-64.6167,28.02,74,75,4.63,VG,1715265039
501,beloomut,54.9448,39.3394,2.86,66,100,4.71,RU,1715265040
502,badger,64.8,-147.5333,6.15,72,75,2.57,US,1715265040
503,kalmunai,7.4167,81.8167,28.12,82,95,4.31,LK,1715265041
504,mersa matruh,31.3525,27.2453,27.11,41,0,10.29,EG,1715265041
505,siwa oasis,29.2041,25.5195,37.54,7,7,6.94,EG,1715265042
506,agryz,56.5203,52.9942,3.22,52,100,5.31,RU,1715265042
507,nedroma,35.0136,-1.748,29.27,32,77,3.23,DZ,1715265042
508,michigan city,41.7075,-86.895,12.67,96,100,5.15,US,1715265043
509,kawalu,-7.3817,108.2082,23.29,99,39,0.7,ID,1715265043
510,bonthe,7.5264,-12.505,31.32,66,96,4.6,SL,1715265044
511,vilyuysk,63.7553,121.6247,-0.56,62,88,4.47,RU,1715265044
512,ouarzazat,30.9189,-6.8934,34.16,6,40,2.06,MA,1715265045
513,ruteng,-8.6136,120.4721,18.48,99,92,0.82,ID,1715265045
514,yabelo,4.8833,38.0833,18.87,78,100,2.05,ET,1715265046
515,looe,50.3578,-4.4542,21.21,80,81,4.69,GB,1715265046
516,ceres,37.5949,-120.9577,14.55,69,0,0.0,US,1715264935
517,whakatane,-37.9585,176.9854,7.1,70,60,3.41,NZ,1715265048
518,puerto armuelles,8.2833,-82.8667,26.99,83,70,0.45,PA,1715265048
519,bhakkar,31.6253,71.0657,39.22,9,36,3.65,PK,1715265049
520,al bardiyah,31.7561,25.0865,28.11,35,100,2.52,LY,1715265049
521,mani,4.8172,-72.2886,26.14,89,100,1.77,CO,1715265049
522,kralendijk,12.15,-68.2667,29.99,79,75,9.26,BQ,1715265050
523,vieux-habitants,16.0589,-61.7659,31.51,71,37,3.51,GP,1715265050
524,mumbwa,-14.9783,27.0619,27.19,27,95,3.47,ZM,1715265051
525,piatykhatky,48.4133,33.7106,12.79,41,94,4.73,UA,1715265051
526,sao jose da coroa grande,-8.8978,-35.1478,28.64,73,50,7.21,BR,1715265052
527,miracema do tocantins,-9.5618,-48.3967,32.5,43,6,4.09,BR,1715265052
528,wuxue,29.8506,115.5525,18.47,73,100,2.07,CN,1715265053
529,naze,28.3667,129.4833,19.51,66,100,2.21,JP,1715265053
530,gassol,8.5333,10.4667,40.28,28,89,3.4,NG,1715265054
531,peace river,56.2501,-117.286,11.17,55,20,4.63,CA,1715265054
532,belle chasse,29.8549,-89.9906,30.0,69,75,5.66,US,1715265054
533,altay,47.8667,88.1167,16.03,31,0,4.18,CN,1715265055
534,sainte-adresse,49.5089,0.0845,18.59,77,20,6.69,FR,1715265055
535,carnarvon,-24.8667,113.6333,23.65,68,100,2.32,AU,1715265056
536,alo,7.4178,6.7371,38.45,36,92,1.94,NG,1715265056
537,namibe,-15.1961,12.1522,25.82,61,16,6.65,AO,1715265057
538,eregli,37.5133,34.0467,21.4,22,100,2.08,TR,1715265057
539,revelstoke,50.9832,-118.2023,4.01,87,0,1.03,CA,1715265058
540,riviere-du-loup,47.8304,-69.5342,7.15,81,100,4.63,CA,1715265058
541,puerto deseado,-47.7503,-65.8938,5.81,88,100,4.89,AR,1715265059
542,kawambwa,-9.7915,29.0791,23.22,60,75,1.51,ZM,1715265059
543,saudarkrokur,65.7461,-19.6394,7.23,52,100,3.88,IS,1715265060
544,shalqar,47.8333,59.6,14.53,33,61,6.84,KZ,1715265061
545,bull savanna,17.8868,-77.5902,27.23,68,68,2.19,JM,1715265061
546,bizhbulyak,53.6967,54.2642,1.32,93,100,6.91,RU,1715265061
547,olyokminsk,60.3736,120.4264,0.08,81,100,0.6,RU,1715265062
548,al bahah,20.0129,41.4677,28.68,41,7,3.36,SA,1715265062
549,camden,39.7835,-74.9663,19.91,68,100,0.45,US,1715265063
550,pargas,60.3067,22.301,10.23,80,95,3.78,FI,1715265064
551,ginir,7.1333,40.7,18.84,82,55,2.33,ET,1715265065
552,san luis,-33.295,-66.3356,16.03,26,0,6.46,AR,1715265065
553,pacific grove,36.6177,-121.9166,15.4,75,0,1.79,US,1715265066
554,camana,-16.6228,-72.7111,19.14,84,29,2.54,PE,1715265066
555,sungailiat,-1.85,106.1333,27.69,78,67,3.45,ID,1715265067
556,puerto ayacucho,5.6639,-67.6236,25.95,91,100,1.49,VE,1715265067
557,eravur town,7.7782,81.6038,27.63,81,92,1.05,LK,1715265068
558,glenwood springs,39.5505,-107.3248,5.49,75,100,2.06,US,1715264805
559,vorkuta,67.5,64.0,-2.16,74,100,9.39,RU,1715265069
560,popondetta,-8.7537,148.2534,23.37,98,100,0.92,PG,1715265069
561,shingu,33.7333,135.9833,8.92,55,0,3.14,JP,1715265070
562,arifwala,30.294,73.0735,37.89,9,12,2.26,PK,1715265070
563,kalianget,-7.05,113.9333,27.88,76,100,4.43,ID,1715265071
564,noosa heads,-26.3833,153.15,18.39,73,100,7.94,AU,1715265071
565,chickasha,35.0526,-97.9364,21.21,49,40,0.0,US,1715265072
566,nova vicosa,-17.8919,-39.3719,29.01,63,16,2.77,BR,1715265072
567,al wafrah,28.6392,47.9306,30.12,14,0,5.9,KW,1715265073
568,xining,36.6167,101.7667,16.85,38,56,4.07,CN,1715265073
569,obsharovka,53.125,48.8531,4.74,54,100,3.04,RU,1715265074
570,dawson creek,55.7666,-120.2362,12.8,30,0,7.72,CA,1715264827
571,horta,38.5333,-28.6333,19.8,80,20,5.36,PT,1715265075
572,balabac,7.9868,117.0645,28.13,76,52,3.44,PH,1715265076
